"206891110001_R01C01"	"206891110001_R03C01"	"206891110001_R07C01"	"206891110001_R08C01"	"206891110002_R02C01"	"206891110002_R04C01"	"206891110002_R06C01"	"206891110002_R08C01"	"206891110004_R01C01"	"206891110004_R03C01"	"206891110004_R07C01"	"206891110004_R08C01"	"206891110005_R02C01"	"206891110005_R04C01"	"206891110005_R06C01"	"206891110005_R08C01"
"cg03390211_TC11"	0.0185017931687483	0.97125473222059	0.969479936903796	0.0399722233691071	0.0163305035879954	0.956364479273443	0.0228917579090131	0.951773608952835	0.0175977061233519	0.972645322082314	0.954859619365026	0.0412724736788428	0.019572020769563	0.933442273103156	0.0465038596282963	0.976045751686225
"cg01573938_TC11"	0.0217499086146616	0.926180284591709	0.972488120703211	0.0197464914614949	0.0175986269027225	0.965947814615146	0.01720000190005	0.923373181521975	0.0183462801544592	0.937195594899129	0.969124162147432	0.0193513964052574	0.0206973099843119	0.964989136484118	0.0180880646308841	0.955970029646941
"cg26464887_TC11"	0.0320452339401867	0.949209821040266	0.972564490420274	0.0392763205262424	0.0161522382302681	0.960676427055972	0.010969796282364	0.954470166501708	0.0171705678924544	0.967559450142342	0.93401341483681	0.0200898032520547	0.0451280463093783	0.947785408173541	0.0178835924545972	0.974629297934142
"cg24252966_BC11"	0.0217396535990003	0.95704879011449	0.963971813248697	0.0161192761550965	0.0164715164606487	0.937392285030913	0.0155312744544757	0.953963708055948	0.015780124766351	0.959929521049752	0.943926543479259	0.0207871321451925	0.0221315875586766	0.951441222235649	0.0468473583067799	0.969045266909975
"cg05537380_BC11"	0.0140157820634224	0.97082848734333	0.977881184327053	0.0662201395711777	0.0203155645176229	0.976513662190194	0.0140540666325236	0.955820221740901	0.0169903424826445	0.970429424195454	0.97681304873995	0.0524548678815554	0.132161514052086	0.974920539603726	0.0163059090927861	0.978689937816836
"cg01277542_BC11"	0.0309353419995526	0.965845928342035	0.981115813243448	0.0171941575919582	0.0153188954485845	0.937604876865101	0.0246445711209565	0.931164175815811	0.0145292309376341	0.953724346596857	0.945440179903453	0.0153516154107904	0.018860353569264	0.967688318019892	0.068268028807668	0.979747552854236
"cg26928125_TC11"	0.0590137603060163	0.967103116079234	0.971649085221721	0.0260667095931234	0.0251212710902295	0.963267182288273	0.0276858073576279	0.954530417771572	0.028780263641695	0.970024605302699	0.96038012293149	0.0270011135105477	0.033500693758884	0.965038378322336	0.0383646647083521	0.974166614765572
"cg18069290_BC11"	0.0496181127172504	0.967748762371646	0.96943643634927	0.0362020937471084	0.0247134060420329	0.966760127667192	0.0254564209308236	0.963929115830583	0.0307781681451304	0.971483451788678	0.950389202567128	0.023009547520976	0.0429136453632416	0.957049161145452	0.0282182893002785	0.974310054668448
"cg11636629_TC11"	0.0214719188697489	0.948097168580697	0.96808795854949	0.0229347526571311	0.0183602124621564	0.932158788625486	0.0183288767833089	0.929773659572494	0.0157484461048603	0.957014982583282	0.959543028826224	0.0183854511147451	0.0175046663365913	0.952693873974726	0.0214234313205212	0.965909687833341
"cg04810065_TC11"	0.039404341819242	0.922099690675877	0.97370227419269	0.0247483303237026	0.00891215224686585	0.956113974170174	0.00863053216193474	0.96551067029253	0.00995300434861606	0.959134245300134	0.957437625333802	0.025239006021614	0.0837544693446847	0.960547504232374	0.0153081154999052	0.975219850741048
"cg16313278_TC11"	0.0153419630636587	0.90532451765462	0.976374424693712	0.046635541918022	0.0159318347075778	0.966310192740322	0.0227930248712294	0.928949256358823	0.0115426204708074	0.936855560761387	0.949869125725389	0.012982377317778	0.0165254278679234	0.972708205361602	0.0148243506681716	0.974541862310656
"cg18824598_BC11"	0.0234299093679444	0.963974006894978	0.975044175058017	0.0693676830097436	0.0179770010269665	0.935590936303984	0.0167856363891676	0.96863643553996	0.0218585887032562	0.974887851110138	0.964188328271997	0.0333217817761743	0.0377300945234041	0.940505274179497	0.0232128259646557	0.977028620136553
"cg23613219_TC11"	0.0253986582836553	0.963943196864428	0.973265487193899	0.0378025474945493	0.0285074658138037	0.963457059664985	0.0212947476061716	0.953257582971386	0.0263058748642875	0.964404400369494	0.961628890412173	0.030130019248077	0.0568532434530929	0.957408330298858	0.0228596489971997	0.970709575942963
"cg11648968_BC11"	0.0270255414155	0.952681067600779	0.978719852280451	0.0276191700151828	0.0240809929657312	0.972068138480447	0.0155998637187221	0.945798776144569	0.0199633913325516	0.957096811493506	0.97036230993922	0.0376220598894329	0.0728835065060718	0.971920932396407	0.0322255978398652	0.964738031221122
"cg09261020_TC11"	0.0317446656561086	0.956599626702505	0.972049121730622	0.0439053507191219	0.0261809760277045	0.9677586412314	0.0208899136863676	0.95124720784454	0.0256033838963763	0.95512997211518	0.9581290125707	0.0226366581044833	0.0364154902682871	0.967674607361555	0.032291268620758	0.969474961287973
"cg07969676_TC11"	0.0156882051410946	0.930624007146192	0.968148280841565	0.0447618232087635	0.0100557559638793	0.943717861032312	0.00941749678224232	0.949352742780273	0.010550437201839	0.966982602961279	0.906316840628669	0.0172892007561006	0.0098724524833684	0.946380291741944	0.010259501355649	0.970741612547831
"cg23761114_TC11"	0.0477723534352339	0.960726683790934	0.973730618576611	0.0201891205894581	0.0199713796400029	0.966907851993394	0.0320197254998252	0.95670407912445	0.0289583697796459	0.963603667338356	0.946295069279389	0.0174219754302325	0.0153801814655977	0.964846059337596	0.0691507366361734	0.973875820760582
"cg17541528_TC11"	0.0165175684668222	0.977425578483572	0.981267144152109	0.0550347734763067	0.0176634715383902	0.978669586668947	0.0162461194016689	0.959480174777771	0.0182527324348935	0.980520007108533	0.855263146133587	0.0475060742220916	0.0535027828746606	0.977484882006794	0.0234288228783936	0.980001857347437
"cg05064645_TC11"	0.0263823186350862	0.968418416675643	0.975866657081296	0.0808181032602491	0.028485893426022	0.974968642515484	0.0292406925306241	0.969352736815333	0.0247035143736256	0.97235453661176	0.956102968006829	0.0501604664554607	0.0419506509243586	0.966732244176421	0.0231733704452772	0.976153994013619
"cg06970884_TC11"	0.0224887388378021	0.953848672826782	0.961390651439199	0.0163402304381106	0.0160321721802062	0.944646867690893	0.0136874353356575	0.94983607788108	0.0151303809827454	0.9577833176405	0.913637465086323	0.0169109625357545	0.0146909141992112	0.935922081768995	0.015660775781441	0.969513843992933
"cg22721334_TC11"	0.976535211626447	0.0207435363288214	0.979574027213296	0.0778948113452088	0.0167368774342262	0.974374584812913	0.973862762021864	0.01010646437491	0.972365528462443	0.0243775606765907	0.919667945929934	0.0293865761767437	0.0727740726221693	0.939804021061504	0.973943008262123	0.00941440621038111
"cg24133784_BC11"	0.0168478375200647	0.924072585718778	0.977440177600175	0.0194104399764647	0.0197721221198296	0.918453268049324	0.0154971862770323	0.935409177517524	0.0155249150470878	0.937619133692697	0.9436834685577	0.0131576402151041	0.0160092746886616	0.969601507881598	0.0146547095092126	0.977342352963175
"cg26252281_TC11"	0.0148902551006417	0.961685408494107	0.975458601707264	0.052728585623821	0.0108077595757738	0.951918730552221	0.0083440068850751	0.952751840208205	0.00961367489641232	0.963827367280455	0.922100245207294	0.0178490876743442	0.0743843293428614	0.949633096549237	0.0103638815278555	0.97116846330284
"cg20793089_BC11"	0.0127164306139808	0.888557523191561	0.97852598560286	0.0233080297401955	0.0107603079699603	0.969623952935113	0.00893971344772296	0.8936126374838	0.0107481319437462	0.922391305549632	0.952881244604066	0.023064496013261	0.0144063468660199	0.97605208020557	0.0114881301418122	0.978705541355368
"cg22074576_TC11"	0.0176636994195299	0.951179472072631	0.964732271500816	0.0419346782075858	0.014640427305262	0.941970142042123	0.0194061152672053	0.966374098687762	0.0194113226440351	0.954520520867302	0.93503787095851	0.0248284053381782	0.0182459044613042	0.941816098154283	0.0153116510889253	0.969921740354303
"cg21635917_TC11"	0.0220815559791975	0.97832539969841	0.9778392598187	0.0775751630080956	0.0242990314474634	0.954732034057368	0.0236314713797082	0.970933623191988	0.0227069480381322	0.977321024537156	0.970688760578142	0.0457217691177591	0.0372326465641636	0.934193323243402	0.0383748980179131	0.978748106604919
"cg06361272_TC11"	0.0153002583123387	0.961343667663234	0.974894932969855	0.0197075482574723	0.0185546037413191	0.891714854586666	0.0167762333640182	0.953082124400929	0.0155300630427617	0.962985899707482	0.896174603939585	0.017966271533879	0.0167696303823155	0.966677837287283	0.0157295351234463	0.974986896900328
"cg21087137_TC11"	0.966295389628407	0.931651473532994	0.0161807493909236	0.0125442031249918	0.0113395127842004	0.0144770938254341	0.953081391079154	0.909653272950537	0.96209742532402	0.931626217610084	0.0135565537916147	0.0112899383233849	0.0288498476175913	0.0194602977970467	0.961093626746827	0.962442953849424
"cg00303548_BC11"	0.0350888918939468	0.963272748025372	0.964336411293351	0.0372141117796188	0.0250209019680137	0.949288880556939	0.019676305733307	0.966438256527029	0.0235536668987592	0.96436560394135	0.945043847956235	0.0277140736416521	0.0284417814800699	0.953930911151705	0.0287833584925178	0.970641234144094
"cg20129242_BC11"	0.0154893976204926	0.9563914367611	0.979074126810902	0.0576786250639748	0.0183398932310088	0.951302006085641	0.0140077296479753	0.941177542958607	0.0163092406272296	0.957039864801424	0.967394478197915	0.0357277147582924	0.0279322462376885	0.924290439969862	0.0201474673659893	0.976813566689047
"cg26102065_BC11"	0.0262070868965852	0.956845313625111	0.973037263818272	0.0246281098282001	0.0260555195904811	0.913949419278687	0.0234878493342706	0.965749507732031	0.025830653322114	0.969162498248403	0.933297712194019	0.0258888640446087	0.0264418489994849	0.962076378181763	0.0228136393928556	0.974482495343939
"cg00630724_TC11"	0.021705367045235	0.954842355106631	0.969605542912772	0.0432556614851929	0.0136288531242134	0.95156021807763	0.0107636492828277	0.961937331002013	0.0158268376520412	0.958817281641017	0.944478932972117	0.0136724993539582	0.0795923678656139	0.944468223734981	0.0128990576759679	0.970501655994426
"cg08568512_BC11"	0.0185442320105124	0.9585102506632	0.964626918234883	0.0158696783225669	0.018218631264495	0.950980993154278	0.00885114164842356	0.899229723329282	0.0166714211101331	0.959815195554776	0.940465600826638	0.0194466762874888	0.0185495497862376	0.937954503309426	0.0171571996553998	0.966673096575326
"cg25505476_BC11"	0.0132705419878458	0.979491092888583	0.981426129471852	0.0161410701294349	0.0103117534259134	0.821602850484231	0.00974972179057123	0.980388824995124	0.014367885627719	0.977678577392888	0.956730431059687	0.0171308799781019	0.00867512871714738	0.833709234150247	0.0113068991953485	0.981712248876684
"cg02447380_TC11"	0.0211899497586641	0.957704017282624	0.969746370075086	0.0324468045781888	0.0238537040936007	0.949149080637819	0.0221979207251402	0.94875283932588	0.0259907162022598	0.958075806081007	0.95167480219913	0.0276809350888106	0.0414519378048941	0.963242289415713	0.024038763478819	0.967588590972537
"cg19538733_BC11"	0.044701529721316	0.944005542884615	0.975534465010256	0.0666140187136123	0.0244183696716385	0.973657071132161	0.0229162280831534	0.952331923651564	0.0282108576528986	0.955291241658934	0.971230167915597	0.019659302514651	0.0440834376734097	0.972446484703287	0.0253574841445182	0.975759991443227
"cg17975289_BC11"	0.0211619232303233	0.906523710099403	0.97912363798296	0.0246690218606023	0.0198648691128569	0.972383094025382	0.016361373179762	0.899338644360748	0.0204568965781168	0.92431964295966	0.975276637306809	0.0220402571621415	0.0221691868133708	0.97280276931046	0.0186923570112201	0.973877858859277
"cg09654929_BC11"	0.0227045855416653	0.958180351551489	0.972666351789229	0.0250699447246527	0.02495404742973	0.928473174790728	0.0209794593914387	0.942337441794411	0.0249165139865435	0.967141045190956	0.951449060733988	0.0254248470495805	0.0244921740538897	0.945456156560158	0.0252544678526224	0.973227024564011
"cg08196359_BC11"	0.0223053062129248	0.963228797183236	0.966303021880894	0.0309578108759738	0.0226480339619754	0.935390090963944	0.0220644908207416	0.961629535866798	0.0216442319019052	0.96361103525029	0.946349460085233	0.0224473222657562	0.024331787298811	0.926242042544718	0.0244658135648132	0.971866009108288
"cg13380624_BC11"	0.0243606374588543	0.948731148459031	0.966040704875582	0.0208412589757902	0.0188035130677121	0.960172171145859	0.0215052001608541	0.940906131358081	0.0226252709642291	0.949718892718731	0.952756328348407	0.02091291462346	0.0164373318581131	0.949957731815396	0.0458756878571341	0.967369500116244
"cg26141862_TC11"	0.971090407550026	0.0191298013010011	0.975987807262521	0.0389115933456719	0.0211237479528857	0.954394482465514	0.944873007182236	0.0187810315744642	0.973225286925949	0.02497403694008	0.910514104651057	0.0352524210580346	0.0462225299402654	0.96621647381885	0.966858839931075	0.0184003997712491
"cg16856286_BC11"	0.0139220643363196	0.927909331127653	0.980056061706077	0.0589829334080345	0.0135880269653599	0.965445415987529	0.0112038823402292	0.971199720475371	0.0126218567327176	0.946451931173076	0.916859861922836	0.03834308299343	0.0413620719985255	0.968622045766211	0.0274866281640938	0.978668642670862
"cg24164798_BC11"	0.0464113866208974	0.974123827457634	0.973945727859866	0.0403401628502789	0.0305575252705441	0.967744929584932	0.0268654828555229	0.968781343708329	0.0339515311050437	0.971982507125965	0.947951529732737	0.0383624272824392	0.047681216145205	0.969485629437518	0.0428489925079299	0.975152608913452
"cg07016184_BC11"	0.0219572993014889	0.967075007656111	0.967760401508681	0.0451540126018764	0.0296794506761452	0.964255749353462	0.0210328263934173	0.965708496191382	0.0226442290020474	0.969108296084981	0.924739285916326	0.0334745915884829	0.0444599264654207	0.948871954718841	0.0227562479302382	0.973557289428812
"cg08708747_BC11"	0.0235911192627097	0.962981844052936	0.966385457821085	0.0178936480871671	0.0174614842379071	0.915977099382049	0.0178581126415126	0.963821015526976	0.0208089391394445	0.970451296000783	0.922023225873268	0.0206660205330168	0.0219768173053455	0.922308016516967	0.0174827652767205	0.971654617339882
"cg18395466_TC11"	0.0229008597526941	0.9665451713919	0.971242221028909	0.0330063959530488	0.0262183360515353	0.943437498772453	0.0230185911417002	0.960648165317656	0.0265446769463092	0.959554559049745	0.947009620828096	0.0248949604731476	0.0349620176038528	0.933502178185915	0.0248334073967291	0.973037659223278
"cg05587118_BC11"	0.0114827404767071	0.964309192047626	0.983272614578091	0.010985294441201	0.00968922866098225	0.931358431450402	0.00837721999363794	0.889902881421099	0.00770046487543108	0.980097960003331	0.835682546390053	0.00803660805193554	0.020855067396679	0.953317485188361	0.0240450046277135	0.981762941322302
"cg25756066_TC11"	0.0193171564919933	0.976245171060164	0.981350549100642	0.0692030629539814	0.0195960254294891	0.972145665725741	0.033503737955546	0.975176451385381	0.0215562429317579	0.979387324107661	0.981371179196321	0.0477366697180698	0.110788561075747	0.971377583044808	0.0661240286547493	0.981623014604857
"cg07834574_BC11"	0.978053936904505	0.971510186979292	0.0721078563860899	0.0152629063589631	0.0152873963419421	0.0888356247660714	0.97470835346897	0.932792072917877	0.972241690104583	0.973050271853736	0.0306242528325292	0.0151076806775928	0.0146458516485116	0.0692626652973738	0.974321936503471	0.973672795913228
"cg11525479_BC11"	0.959540482893994	0.0134308635476808	0.956180285843523	0.0109029876558355	0.0128671123160894	0.923890574501938	0.940694365354493	0.0112024394755557	0.953739007070041	0.0121799740457289	0.924779698859329	0.012059580255357	0.0147872950205675	0.917116514250681	0.95792523519843	0.0106440079505853
"cg12066398_BC11"	0.0467745380822203	0.963066370810049	0.974054413892807	0.0345676391358006	0.0337911991230711	0.959776301063676	0.0274528013420904	0.951881802960917	0.0324085552434595	0.977194436234003	0.965477795665106	0.0280302605934643	0.0457196336943937	0.962653558577691	0.037495300648915	0.96923232751803
"cg09904383_BC11"	0.0384330737427346	0.971081747560624	0.9806020502176	0.0767814368535064	0.0242627185419167	0.979057604568254	0.0303383072005115	0.957696763707089	0.0186121606164854	0.978132411323419	0.972719537794023	0.0440205966147219	0.0843876826446401	0.978130969939947	0.0484489772213022	0.980587123677414
"cg15036616_BC11"	0.0559559143889012	0.943044789294766	0.979865812874472	0.0183262729783287	0.017538200606853	0.917066132181346	0.0164930513399665	0.949116900908627	0.0210833649123839	0.968034366326616	0.976828163197133	0.0326312057776944	0.0197604886189807	0.930740666238783	0.0306936644934562	0.979129873518965
"cg25051529_TC11"	0.0173780720648181	0.908182744837104	0.96829440900426	0.0165747647932612	0.0189803892822698	0.931915879788207	0.0170072893966564	0.938188838179516	0.018172944262921	0.95591942395105	0.959069027657657	0.0169528341121204	0.022235420444867	0.953235185876707	0.0229394459941486	0.968449543502654
"cg27369307_BC11"	0.951602140997308	0.916785565319866	0.010503592005826	0.00891334101697905	0.00931443980067106	0.00869642308606967	0.936854086285939	0.906252064740354	0.947872913322345	0.940919142380718	0.00930009748208798	0.0104318918771466	0.0112218823889015	0.00865442756576153	0.952225980759585	0.957266698481168
"cg06269115_BC11"	0.0156039657398928	0.952715765228076	0.976894177153144	0.064479503628695	0.017218588173554	0.947621025856907	0.0133489792947018	0.888244427912178	0.0140368773687564	0.964147982682919	0.949289945792197	0.0351217303002817	0.0216194751181832	0.967853398894303	0.0147975048143612	0.975485725164546
"cg19503640_BC12"	0.978747970302909	0.961860582383591	0.0587080410546022	0.0447117557295746	0.0340641008768261	0.0426032914389907	0.976827033860183	0.960035401588316	0.978234605427255	0.962378002194432	0.0351989466695081	0.035546989130415	0.0515968821623702	0.0312068153840222	0.978327929139072	0.970103092749941
"cg02018277_TC11"	0.978606536916936	0.951450940964749	0.0194622380272263	0.0591776878079275	0.0340182898149418	0.0146068974149238	0.974282220175816	0.928263986555361	0.979648664114859	0.967774041532714	0.0156342738602502	0.0438465120094747	0.117392251831349	0.013418715640257	0.978058586679002	0.980408060272031
"cg04892391_BC11"	0.0440331485003555	0.969029601496683	0.971218952443501	0.0316668782317592	0.0276071735734795	0.960494476305185	0.0252388488650703	0.962399861081149	0.0329119430989788	0.965419031828235	0.947315396772353	0.0237271048733282	0.0368268417867712	0.949401899773887	0.0442688364240711	0.972553891620976
"cg06933574_BC11"	0.0218250184521445	0.925760840250023	0.9763343863798	0.0278750866803099	0.0294441628965563	0.970897602101477	0.0194423735306173	0.905145334316332	0.021222355429212	0.938667431983237	0.973311959612949	0.0327930467368734	0.0346672427224279	0.97480268835822	0.022704573103727	0.970633597375121
"cg02850487_TC11"	0.0250142671180416	0.964457526598334	0.96936853827271	0.0268747254801581	0.0222938696705843	0.95550878748605	0.0205853784368854	0.962074146247872	0.0250612398137663	0.962788970767486	0.934278806236617	0.0249921485013328	0.0371119367983073	0.911062672234576	0.0219888352502212	0.971912654905199
"cg07570573_BC11"	0.0585560883224751	0.943102352089353	0.979310585707491	0.0367934419684001	0.018691645453444	0.97414187725136	0.0389295456491351	0.970298008645377	0.0332155453734872	0.947723535098334	0.977844970317472	0.0161084446156413	0.0162839091857973	0.977770517361526	0.106962764991379	0.977744536261627
"cg21035222_BC11"	0.0189064452271237	0.950446905567339	0.967280029675522	0.0309210835311791	0.0247993116654889	0.947565469978747	0.0200860282000032	0.941738013161568	0.0216813255096763	0.961008048562126	0.947106424606194	0.0232946860104938	0.0433351295589139	0.957239701173431	0.0207893840904189	0.961089005003034
"cg22976224_BC11"	0.0300185805473393	0.971169326090827	0.978895954373698	0.0789206394017564	0.0250940416296433	0.972763231592744	0.0330372403734107	0.976586207019545	0.0394347662934288	0.976639153218224	0.974452468094874	0.0438740889150331	0.0401306855210669	0.972690466432266	0.0895261149568441	0.979183850366773
"cg10598353_BC11"	0.023567079584861	0.962475798737715	0.967328645357383	0.0263666050421728	0.0210020030075602	0.918154595975032	0.0241286013460496	0.965074394671162	0.0228391466021265	0.967589603382417	0.911397312630993	0.0225159982163894	0.0293159348397651	0.949163900235367	0.0215782535590043	0.971731768507574
"cg07109287_BC11"	0.02600329494446	0.974266272118548	0.974324372546466	0.0685755344254783	0.0316767747914576	0.962999633120047	0.0188532822886513	0.974011796439486	0.0199234596096852	0.971142388057263	0.956310755170884	0.0619809037350854	0.0824366841905482	0.965573459579635	0.0243053210338865	0.9756848685209
"cg18946117_TC11"	0.0348450162423721	0.926182020543742	0.968976878245159	0.0369576837457906	0.025388460486463	0.945735878430996	0.0251776602362231	0.962838955794714	0.0301780680825746	0.962365667807902	0.966016131328605	0.0257664688501785	0.0280871084983085	0.958079379037772	0.0345144719162372	0.97133000148977
"cg11675876_BC11"	0.018591547263524	0.948898235220732	0.964793759077091	0.0524786955810887	0.0203795185857616	0.945093473443994	0.0134137745211538	0.953184387145776	0.0208952053412068	0.962400889129696	0.939048020619029	0.0180961010382653	0.0401602698302842	0.941861348761617	0.0152387801312213	0.963418790512694
"cg17640322_BC11"	0.0305399450553521	0.960592590383132	0.962911692327376	0.0262700175958476	0.0211338008944937	0.939043072157103	0.0193419164908937	0.960923378092558	0.0207468913326084	0.962679639066495	0.914897420964612	0.0191411457125128	0.0257254494252895	0.932966128485014	0.0223357263577359	0.969778590296704
"cg17631972_BC11"	0.0263432658320061	0.959989118573366	0.976590273228136	0.0446190128892203	0.0140146867824394	0.960030009821428	0.027724564820396	0.952392883434848	0.0151052625526716	0.952210919560654	0.927986503070414	0.0153704439657193	0.0229382528295994	0.915934727083479	0.0349425289918794	0.972889216935885
"cg08233654_TC11"	0.0553095671229638	0.967654164834639	0.971789854805837	0.0386078703428447	0.020124283737775	0.948760460493071	0.0240943264531925	0.963811178349555	0.0227255554952299	0.966895506322814	0.948128395076903	0.0422567359395673	0.0421779099113637	0.95172205233911	0.0283406432213404	0.973706283381954
"cg24033558_TC11"	0.975933474965503	0.0379017520695983	0.980964621611419	0.0173924152516944	0.0134321408997345	0.974090536161378	0.976402067620292	0.0121276791542909	0.974782705769466	0.0645709823112374	0.846606946769116	0.011596014403036	0.0805496260782921	0.969585519702901	0.979832000522178	0.0414892529418477
"cg15428578_TC11"	0.0176844504657529	0.943518825432581	0.966106343911557	0.0297617468280405	0.0191849754981981	0.946264681354487	0.0305074726213535	0.953278263266828	0.0204865093018582	0.961935456845424	0.941777196198141	0.0222565068203471	0.0225008536415734	0.948565474289967	0.0504799855574293	0.969583434999441
"cg06476192_BC11"	0.0383092589733687	0.967907741838345	0.971630754141718	0.045827719275698	0.0233728414979539	0.908641331395588	0.0342636485597944	0.970842489555136	0.0272237504417954	0.974214032819284	0.954071687532738	0.0253200759111565	0.0286229226530111	0.945116935066857	0.0337621274501869	0.978712202188461
"cg04928005_BC11"	0.026483910690452	0.949665042386054	0.970907948620336	0.0230718423663813	0.0207862281627437	0.94934056040141	0.0209088654139685	0.928251773644943	0.0239971113861759	0.957845335719432	0.94262115354284	0.0244632809568936	0.0249812643438405	0.939855844734548	0.0237166711111908	0.967176665347642
"cg24578679_BC11"	0.0245697413326865	0.95486659745452	0.967244243921371	0.0229741015131478	0.0214386212816198	0.952285070538649	0.0176116457995181	0.955905178594952	0.0206196096807083	0.962997897770978	0.922566281945399	0.0342613385042572	0.0257201656181457	0.939921669907813	0.0391069135030092	0.967126374276213
"cg24361265_BC12"	0.965694935105001	0.962540314344444	0.0305504952731084	0.0397142015837313	0.0342028412495903	0.0278395071539059	0.939646249309856	0.961781924723591	0.941930339308875	0.966535294183758	0.0232767155089687	0.0371569509344609	0.0434155188942321	0.0236179139629586	0.967159124998151	0.971725829487243
"cg01906222_BC11"	0.0124395933923348	0.971281289691393	0.97359190186536	0.0366571197598303	0.0165524153275159	0.935408405405041	0.0126146170178061	0.93667125437236	0.0124284133794848	0.970869904134936	0.846015801596913	0.023681951758829	0.0241186748104962	0.945116135483552	0.014857299808371	0.977965695015076
"cg27139210_BC11"	0.0140783766768329	0.945789487042562	0.971965435705881	0.0188371737243262	0.0159669979454834	0.934242329825812	0.0216716375073674	0.904473743937864	0.0149646570171122	0.952241368277466	0.958481685269116	0.0187515585967433	0.0609359352332257	0.959413473180441	0.0161168256113655	0.967584472616221
"cg01444397_BC11"	0.0217197208083339	0.963638644772891	0.967995836490128	0.0295057630651574	0.0286961691351458	0.879904444099558	0.0204960238598926	0.967047941706075	0.0225101235473109	0.965656566559458	0.947156672564459	0.0368153770905594	0.0346354670612019	0.963029633735341	0.0223068812821705	0.973000817464088
"cg17377467_TC11"	0.0313039771305308	0.948016790228641	0.973617561442998	0.0299246860665016	0.0220509240366884	0.957711846200098	0.0288471174353684	0.942271536494351	0.0209761915145186	0.958791062286072	0.923944820514803	0.0301922852566833	0.0399299762474825	0.965424479625528	0.0277375800497203	0.976738800696045
"cg20093099_BC11"	0.0258503346841222	0.963432651105038	0.972861425000192	0.0737585053029317	0.0172495413750747	0.965252046349354	0.0120271433150635	0.967223300345685	0.0171422277422453	0.937381581770169	0.95908962521337	0.017633772188979	0.113444815437226	0.968612086720433	0.0219906915275515	0.971556805676397
"cg02606808_BC11"	0.0167235211103477	0.931635794260261	0.968044298815511	0.0174163787215729	0.017172901130008	0.941264105716902	0.0156391886769707	0.920810524614646	0.0153008941619717	0.95089677437848	0.942762947570683	0.0155815187356012	0.0163149267578755	0.931501945978318	0.0166637705447275	0.958605437421749
"cg19503640_BC11"	0.979612549522325	0.953757729033753	0.0560203297091426	0.0452100109060857	0.0412574481916258	0.0433739985151546	0.973195435200859	0.956444445846577	0.976904166709325	0.960826730085492	0.0335766445039906	0.0310141122466119	0.0466401913253267	0.0365345075031585	0.978229973514196	0.969231809576987
"cg17102582_BC11"	0.966343732248958	0.0204725392915698	0.970996494267417	0.0269171639309881	0.0255320688465992	0.917016663802383	0.965458079236014	0.0256893820386946	0.962755628412984	0.027651165971585	0.918999509635792	0.0225406830700867	0.0434091700912212	0.960529842269431	0.967540149754364	0.0257559741803308
"cg05078238_BC11"	0.0194043644175673	0.966788128556678	0.959079642230058	0.0246519985031616	0.0208088280064783	0.90612838408875	0.0190156065200508	0.956937695861484	0.0193422895309758	0.962310394623964	0.925975943301676	0.0187374255457329	0.0190521983918498	0.925405049695543	0.0200251785084815	0.96975819152175
"cg00474723_BC11"	0.0265494768782859	0.962849767475467	0.974563800236701	0.0245665314143135	0.0232937284866893	0.953338438590479	0.0242801941738784	0.956916687765778	0.0240069878400731	0.965638598303402	0.922390928605001	0.0462219127824049	0.0226335410041153	0.925629377420039	0.0272638149504047	0.968946601143848
"cg23687000_TC11"	0.0191874646339806	0.975562326023564	0.975998231593407	0.0322373807376872	0.0211140463683432	0.956206543146909	0.017523250660863	0.973594906745956	0.0224097808293675	0.968201982545532	0.856466478374509	0.0443290564126317	0.0684253641752484	0.958788185428569	0.0172828164451911	0.977503869972572
"cg14904305_BC11"	0.976165735811546	0.0296247894713862	0.969450771689399	0.0803295370715018	0.0272145982037316	0.953158209047526	0.966619134062293	0.0285806549043709	0.971873948889831	0.0294848483676707	0.960501981628291	0.0284779364864912	0.0342154777855929	0.92554271667416	0.976143997526868	0.0317760387629635
"cg23027583_TC11"	0.0087617881766068	0.890299128248883	0.980144959603537	0.00857074493970579	0.00840239479870647	0.915723418999357	0.0095867161648637	0.943589663532653	0.01145468366603	0.923983797307972	0.971595020368098	0.00949877776631574	0.0100052923254605	0.885241001566276	0.0209442945727764	0.979462614558689
"cg03801179_TC11"	0.0172160151470917	0.883768183908076	0.981015026429715	0.016615744042424	0.0154060377382389	0.978246967985674	0.0145289631744065	0.823750403422784	0.0169980903072194	0.915946401317817	0.979173143254473	0.0160675976604124	0.0157914851882585	0.97787574845822	0.0152968598792459	0.975086315751426
"cg01434197_BC11"	0.0177111020987314	0.960163462518694	0.957061692197454	0.0195745139222797	0.0211116599679294	0.925384332790995	0.0163780161997486	0.958126277803983	0.01515631176414	0.964360336488252	0.906973983906107	0.0199064162968347	0.019946690024213	0.912833738414509	0.0187645459888044	0.971689637122922
"cg26929212_TC11"	0.0162359960589764	0.969786760591846	0.974560850599579	0.0739427813047959	0.0678621017175231	0.978237145645485	0.0144038016426639	0.929142234509	0.0171361253390924	0.963726408378821	0.977255444549353	0.0927506196951912	0.0449254815362891	0.984154857963591	0.0138669218791415	0.966506009208589
