"Row.names"	"annotation"	"SYMBOL"	"start"	"end"	"206891110001_R01C01"	"206891110001_R03C01"	"206891110001_R07C01"	"206891110001_R08C01"	"206891110002_R02C01"	"206891110002_R04C01"	"206891110002_R06C01"	"206891110002_R08C01"	"206891110004_R01C01"	"206891110004_R03C01"	"206891110004_R07C01"	"206891110004_R08C01"	"206891110005_R02C01"	"206891110005_R04C01"	"206891110005_R06C01"	"206891110005_R08C01"
"109"	"cg03485299_BC21"	"Promoter (<=1kb)"	"PCDHA7"	140833352	140833353	0.19343957338654	0.191247166673486	0.594033978924526	0.224774675772731	0.206904254506443	0.499802190328123	0.191017698921977	0.201429420307217	0.21898315960506	0.2040930090178	0.493348996139531	0.19866335146947	0.225106648468439	0.512420508015873	0.215308046786206	0.272716608481893
"201"	"cg07215693_TC11"	"Promoter (1-2kb)"	"PCDHA7"	140836221	140836222	0.97072239826495	0.960263174382748	0.968749787352839	0.965253137230861	0.959531023308112	0.941562527473485	0.965000099703389	0.966633371206772	0.967343137031894	0.965208182571266	0.951068237264377	0.952862950205226	0.970361315793744	0.927645121957816	0.969301031558653	0.972059756994767
"219"	"cg07745166_TC11"	"Promoter (<=1kb)"	"PCDHA7"	140834253	140834254	0.71205586164856	0.387443926378759	0.445331767157174	0.623049730191219	0.29668729939012	0.409293098438752	0.449392873772611	0.342482110697435	0.35325926705869	0.545017608023973	0.391385152135274	0.400895865137363	0.443357401413879	0.387526736285355	0.621568859671345	0.444150708589843
"223"	"cg07858872_TC21"	"Promoter (1-2kb)"	"PCDHA7"	140833150	140833151	0.340477136605212	0.785174899549685	0.750114488923351	0.720765362373671	0.586599739594276	0.725128916256391	0.270437622026356	0.699185057442051	0.27305276998394	0.790211681337938	0.650111324427215	0.629836499068681	0.706185553938479	0.711995484194381	0.205393594873125	0.767458313178868
"337"	"cg11539296_TC21"	"Promoter (2-3kb)"	"PCDHA7"	140836560	140836561	0.629123728722481	0.856759338033009	0.876052955019608	0.799500233215705	0.760052892943982	0.852736640598012	0.586680811331264	0.847646335860428	0.612513922844937	0.885648869201412	0.782327661488428	0.78624191682524	0.82200123363043	0.867470489535663	0.638321180304562	0.915197170073072
"371"	"cg12962191_BC21"	"Promoter (<=1kb)"	"PCDHA7"	140834339	140834340	0.28464981857386	0.778785959493994	0.458823194387345	0.117547845578499	0.0847772448701462	0.405449065126716	0.149137148111494	0.746463859517764	0.191096168173714	0.825808152740715	0.342536638189373	0.0741857872534676	0.145173997820079	0.424983267772087	0.259269678051776	0.850324889451398
"514"	"cg18117367_BC21"	"Promoter (<=1kb)"	"PCDHA7"	140834198	140834199	0.400138886182704	0.491911803383708	0.423916429891483	0.243959586372648	0.207394964666249	0.4101572863054	0.279877362076326	0.44466630480344	0.288997556132622	0.508158697650559	0.358421685725365	0.225331478176445	0.229084006859119	0.398833510749917	0.304591992848403	0.382156060754662
"726"	"cg26247335_TC21"	"Promoter (<=1kb)"	"PCDHA7"	140834036	140834037	0.234553314378159	0.210035902744498	0.226031558453912	0.204045792384498	0.243474441153979	0.181850825010751	0.226475496723621	0.243243161433588	0.227709166850799	0.239801364736668	0.213977807164128	0.22308450561046	0.238354594690612	0.216760416789996	0.224707935025446	0.296809538483084
"739"	"cg26618441_TC21"	"Promoter (<=1kb)"	"PCDHA7"	140834240	140834241	0.633262962789333	0.66231461838147	0.77723761027393	0.523217236209458	0.504456273494647	0.691231834240051	0.623294742164902	0.643020579298802	0.675442926467566	0.699600868213725	0.671012761055635	0.529176434273511	0.661449266207127	0.697192897670223	0.686669569165479	0.741730381732043
"11"	"cg00504705_TC21"	"Promoter (<=1kb)"	"PCDHA8"	140841772	140841773	0.432658289721214	0.44362278098321	0.15077170124804	0.123234313742489	0.132661915516455	0.12874767648104	0.355858130595841	0.449869759612256	0.356561821213286	0.544671053143854	0.0998303515611777	0.115291645765307	0.168962932667558	0.116108744926595	0.47959001081449	0.563640691645628
"72"	"cg02326566_BC21"	"Promoter (<=1kb)"	"PCDHA8"	140841101	140841102	0.417504106965933	0.502915772307583	0.232848264628064	0.799332549174783	0.686966119248211	0.1206079130104	0.288497332848902	0.42735784617103	0.254092114846741	0.567868550196143	0.175170343688653	0.756765513463999	0.792122972497342	0.159307125953408	0.453902872658353	0.570367128805918
"83"	"cg02560085_TC21"	"Promoter (<=1kb)"	"PCDHA8"	140841225	140841226	0.117057685300039	0.513004574230753	0.570278766613377	0.745022625322755	0.497737511329065	0.528716497374873	0.17241504121543	0.495343078398044	0.150026401104377	0.650030867781484	0.328930730154795	0.608759857947435	0.594354184351851	0.555098139655718	0.243448276849466	0.590149661919842
"99"	"cg03240800_TC21"	"Promoter (1-2kb)"	"PCDHA8"	140840028	140840029	0.125890094027935	0.461581044485687	0.520179630897269	0.395520266820908	0.423720358116149	0.300643417586708	0.0977881647686618	0.39646683360066	0.0854065364635411	0.445788265201695	0.250045962008485	0.406116320811197	0.473908646285547	0.384970228968361	0.139853079573431	0.629308397236909
"141"	"cg04634417_BC21"	"Promoter (<=1kb)"	"PCDHA8"	140841218	140841219	0.136907424329014	0.654637631995513	0.595585998827233	0.782720587254392	0.706431022637849	0.576069824518342	0.170556144378623	0.49306263593488	0.141884150933913	0.639003448884097	0.472604706034114	0.77750509222962	0.784989802107357	0.674998640875585	0.143693776755122	0.649533980965048
"386"	"cg13309828_TC21"	"Promoter (2-3kb)"	"PCDHA8"	140843679	140843680	0.397519770107869	0.833713204880021	0.867755854071076	0.823386128632364	0.797101168297768	0.831306534300775	0.320604958430389	0.847856976677402	0.404859544248438	0.859765200395494	0.811455344370132	0.824278207211297	0.840840885281384	0.818693245247679	0.623475027768301	0.868035695460183
"410"	"cg14215392_TC21"	"Promoter (1-2kb)"	"PCDHA8"	140840145	140840146	0.066505192753066	0.0423138028278546	0.492641338113286	0.0395381141968336	0.0537094663091342	0.350106078597769	0.0225953246343215	0.0486113170460282	0.0330525272796752	0.0649474434532806	0.349834115903429	0.0652981140851508	0.0721414203239815	0.346621779651437	0.0670889744420223	0.112942693802899
"421"	"cg14579239_BC21"	"Promoter (<=1kb)"	"PCDHA8"	140841237	140841238	0.213294557954907	0.61350891875107	0.484989730110789	0.692786623728137	0.691108378865261	0.36359550026162	0.21736985629822	0.576445373451708	0.251401067642862	0.685480052946131	0.302219668682929	0.731019188620194	0.766343699350046	0.426087742362379	0.283591001029749	0.64607749546976
"438"	"cg15320168_BC21"	"Promoter (<=1kb)"	"PCDHA8"	140841310	140841311	0.0790607157005726	0.118800166701835	0.27392564781095	0.105490808322296	0.08842750093223	0.188589640055097	0.03667226798311	0.0836207629878867	0.051196360175847	0.115605250172135	0.190183331998511	0.0977140334340068	0.107479861595944	0.19183243529437	0.0756777705843759	0.129319796919095
"497"	"cg17480980_TC21"	"Promoter (<=1kb)"	"PCDHA8"	140840447	140840448	0.0430315128499112	0.860879893493005	0.812848267727408	0.0953583244989555	0.063540408634718	0.675414269576116	0.0268170773169231	0.83010535704851	0.0361498058557621	0.885297321283617	0.632912526611406	0.0766198929297501	0.0821060628591266	0.693370992005549	0.0576382048591641	0.89259049801573
"554"	"cg19596110_TC21"	"Promoter (<=1kb)"	"PCDHA8"	140841779	140841780	0.589845445567452	0.519878318679611	0.124238175919586	0.619528521140778	0.538254853380231	0.125010088810534	0.440861213271288	0.499906476135691	0.470642218678262	0.61916904811956	0.0775651439174666	0.536031685479924	0.631670979219909	0.083226307537213	0.590145132429079	0.6386929906474
"616"	"cg22642909_BC11"	"Promoter (<=1kb)"	"PCDHA8"	140841358	140841359	0.846039883601865	0.411920514777506	0.705454502655282	0.318899490959231	0.249693086708795	0.686607297843393	0.583006932872115	0.362977594357451	0.682296937490719	0.584532456458207	0.568211473323201	0.191273451309441	0.301186632976905	0.677304380772564	0.866493503267536	0.732389224442077
"621"	"cg22758238_TC11"	"Promoter (2-3kb)"	"PCDHA8"	140843480	140843481	0.753509809532638	0.868225147100796	0.967931469615598	0.922216772874163	0.873965611081504	0.647542869196119	0.601387085864812	0.866558059524608	0.688431462965125	0.940385402678018	0.567567819390037	0.896077070817803	0.918471770295115	0.689069278511194	0.74575334472718	0.967522805120205
"676"	"cg24339092_TC21"	"Promoter (<=1kb)"	"PCDHA8"	140841146	140841147	0.266090835815331	0.545206365366453	0.183019278413021	0.16215343494518	0.17111110078514	0.139724179576662	0.206538531971231	0.424589078907979	0.188426308674719	0.54392484277862	0.158939990100279	0.170832249482123	0.200873102122253	0.117858482365435	0.180870215576765	0.610368392529958
"690"	"cg24769628_TC21"	"Promoter (1-2kb)"	"PCDHA8"	140840023	140840024	0.112923229722144	0.286262357155541	0.396870540645105	0.255234459781622	0.235967670484382	0.272505768276038	0.067959539422775	0.157388275977783	0.0918761238567663	0.251618076759236	0.265115001175218	0.239594814399109	0.328873396302161	0.249035908787115	0.120152153963609	0.253643212646295
"735"	"cg26465581_TC21"	"Promoter (<=1kb)"	"PCDHA8"	140841521	140841522	0.656798343546646	0.882032277004365	0.921537904790511	0.495436635770162	0.431032830532124	0.828536701470013	0.525038648285156	0.83972955423657	0.552408328635729	0.906537855995629	0.837023547040629	0.439048235329898	0.491277934961607	0.855329682862044	0.628526220301349	0.90133839470993
"29"	"cg01029685_TC21"	"Promoter (<=1kb)"	"PCDHA9"	140846889	140846890	0.202621982484079	0.122349896370245	0.144967218369195	0.164595512899343	0.142278172676887	0.10881003546011	0.184591142028278	0.172534663962055	0.18725790028493	0.144053917247544	0.103176968147399	0.152649153012307	0.202375679634156	0.0741106492827303	0.212678932934563	0.175831547075781
"128"	"cg04053063_BC21"	"Promoter (<=1kb)"	"PCDHA9"	140847253	140847254	0.0349118932602823	0.145204524790481	0.32597420459873	0.180091734432982	0.209082829408437	0.252633574194959	0.18304221288773	0.186891498063505	0.203410997884225	0.227683965741913	0.240415247576941	0.235490484805539	0.191563223429715	0.371820525502605	0.216245495018861	0.311717416211619
"291"	"cg09626816_TC21"	"Promoter (<=1kb)"	"PCDHA9"	140846989	140846990	0.19428857753957	0.0924643229476915	0.429592774559007	0.490379812407346	0.374777107834812	0.389344103247481	0.159878351650926	0.131832136592304	0.181504812706153	0.156348859518808	0.383419994238908	0.451367481098576	0.413198548467548	0.329489004303205	0.237402961521879	0.156846579449364
"335"	"cg11488168_BC21"	"Promoter (<=1kb)"	"PCDHA9"	140847275	140847276	0.259641097242836	0.550461365232667	0.696971468622016	0.428558072633152	0.413072813493798	0.716427539362488	0.224483384964994	0.422571543926981	0.184931883984444	0.622651411887506	0.505891306662931	0.347633675481834	0.424284910200365	0.699714909717293	0.210642189134176	0.597357139660875
"422"	"cg14595922_TC21"	"Promoter (2-3kb)"	"PCDHA9"	140850666	140850667	0.655998257233832	0.907778365742186	0.925228424287592	0.907012935065572	0.869054960319938	0.866831535280932	0.601505990635881	0.915416320747379	0.558623179751089	0.931853429417473	0.852086725702932	0.879198627300695	0.896071714128211	0.874166138787372	0.686283867319614	0.93731758531946
"450"	"cg15851066_BC21"	"Promoter (<=1kb)"	"PCDHA9"	140847362	140847363	0.303480701994252	0.513027800015391	0.442959179338836	0.276362619952028	0.26313053382161	0.347213930015451	0.188404323641758	0.550427749608982	0.226555081817087	0.480642603794319	0.315679062463717	0.348448362668448	0.278366789916842	0.354608702253787	0.245916639028974	0.562895421243
"454"	"cg15961744_BC21"	"Promoter (<=1kb)"	"PCDHA9"	140848597	140848598	0.681220119019229	0.894379994032387	0.900562831957676	0.595093480412806	0.509356803683429	0.858555990270868	0.587956330062232	0.895655451857068	0.657572468455839	0.890235029089505	0.828519295698455	0.477730971289875	0.646701300600933	0.885571224288528	0.696142863215446	0.915480919102577
"510"	"cg18029321_BC11"	"Promoter (2-3kb)"	"PCDHA9"	140850741	140850742	0.939675709551331	0.914320940330262	0.94253774201709	0.954892436068314	0.946893270051926	0.897051288272722	0.865830321061518	0.906122481783414	0.907026222707937	0.930535474864879	0.879393752872296	0.952022233082324	0.964674385849336	0.899072682028184	0.975905532578155	0.941836536290225
"691"	"cg24792717_TC11"	"Promoter (1-2kb)"	"PCDHA9"	140850242	140850243	0.970358487511868	0.977972965905127	0.974464287852262	0.897748327929034	0.890608338711664	0.961897630806024	0.957857434773888	0.972015217633147	0.963784330558187	0.973622014926721	0.967047464398065	0.889665224492235	0.928007386841258	0.96659739572261	0.966777766700658	0.976717101879889
"10"	"cg00400861_BC21"	"Promoter (<=1kb)"	"PCDHAC1"	140927345	140927346	0.587890912190127	0.825221736281983	0.820889577168866	0.703953518970162	0.670426840849326	0.765666092091573	0.539728786902731	0.824489205675454	0.539862515893849	0.851560686841151	0.748917226421561	0.664914919794589	0.734960108396059	0.754648245298392	0.584309029806245	0.907397507355902
"58"	"cg02004641_TC11"	"Promoter (<=1kb)"	"PCDHAC1"	140926596	140926597	0.916296412607555	0.216070761993706	0.904883995483573	0.0270020782385729	0.0195749197142682	0.525049190327837	0.858143552193276	0.316863578171172	0.879309585864539	0.412053130957284	0.481658864254149	0.018428336413176	0.0253042828368215	0.400499898861105	0.91391956768131	0.571413217295707
"66"	"cg02105519_BC11"	"Promoter (<=1kb)"	"PCDHAC1"	140926620	140926621	0.909364102688429	0.414402698220287	0.977365513722893	0.115075889268838	0.0174404615628569	0.959408447600886	0.88057004063663	0.443028222890188	0.863538489688978	0.453886377661027	0.964440167486171	0.029612087335009	0.0693738722069707	0.92960827174413	0.894750782918436	0.482064336349632
"204"	"cg07258122_TC21"	"Promoter (<=1kb)"	"PCDHAC1"	140925505	140925506	0.590815570446468	0.739314310524387	0.440822100666052	0.55838201060882	0.535218144341993	0.335518952107906	0.520688719059698	0.704182228127071	0.39237502129193	0.773662322471795	0.22497514597329	0.525232453841564	0.625809833805065	0.357355166442577	0.581714820116841	0.745962386837251
"205"	"cg07408835_TC11"	"Promoter (<=1kb)"	"PCDHAC1"	140926792	140926793	0.802440090478102	0.741060765295336	0.845432558532266	0.54140743411423	0.494046713231314	0.59050145888251	0.673246700853334	0.756833905540466	0.717843252177432	0.854226074593779	0.521307091985183	0.518856803629361	0.744164321234985	0.565000985136558	0.805006708625235	0.968106495590483
"236"	"cg08550421_TC21"	"Promoter (<=1kb)"	"PCDHAC1"	140926362	140926363	0.779098323656192	0.245599989606893	0.886544322545791	0.454972164284356	0.432696360073148	0.842921934367905	0.739389518122402	0.265623484052829	0.778066420817307	0.278156349105251	0.848400340477098	0.427503229727857	0.471586642619115	0.835985107117759	0.796084437230917	0.286021251151488
"242"	"cg08621861_BC21"	"Promoter (<=1kb)"	"PCDHAC1"	140927348	140927349	0.510229174866586	0.836321014491538	0.818958367919865	0.546946706995801	0.524262053351447	0.80191583515684	0.470116578032933	0.90101290049584	0.50220275823927	0.846591521466842	0.748185304643512	0.526535717892507	0.551907192354972	0.809465849082077	0.493056438775469	0.918092935633096
"243"	"cg08621880_BC21"	"Promoter (1-2kb)"	"PCDHAC1"	140927595	140927596	0.949932036222419	0.951678556431291	0.951859652694775	0.617717155816838	0.609836749723064	0.949785200551138	0.934996556191162	0.938396975288613	0.929492549757691	0.949203959652181	0.922766789029725	0.567863558860923	0.664440974452413	0.93249417828164	0.947467960100773	0.94766355877353
"329"	"cg11318433_BC21"	"Promoter (2-3kb)"	"PCDHAC1"	140923820	140923821	0.6324031198134	0.243692160896729	0.505047025312284	0.0515543285959253	0.0365644982453006	0.385059113977141	0.536936747348159	0.238690429302326	0.515118049852628	0.299519672535539	0.345669389631035	0.0405669912993838	0.0589954794589343	0.341904160537381	0.630116089982477	0.430034065479632
"368"	"cg12629325_TC21"	"Promoter (<=1kb)"	"PCDHAC1"	140926873	140926874	0.853674374837198	0.631399771797155	0.930150250148825	0.104220901449186	0.0928976514226215	0.86204208208014	0.824238926671254	0.617982303275588	0.821954891421953	0.618895245889485	0.8431635679571	0.0653114508064084	0.0933491456944222	0.890758993689115	0.866105313616702	0.709309448226758
"409"	"cg14214969_BC21"	"Promoter (<=1kb)"	"PCDHAC1"	140926860	140926861	0.951091275480711	0.671268171661845	0.957408779766631	0.191910891173457	0.186215538826597	0.935962267726335	0.925154218493602	0.650933459984578	0.941675378907082	0.731670302163345	0.941995398739676	0.177888802986005	0.215963770957048	0.938738305210694	0.93841484786066	0.782801619729579
"456"	"cg16014000_BC21"	"Promoter (<=1kb)"	"PCDHAC1"	140926128	140926129	0.674418391477952	0.86329280221452	0.524109364863974	0.089934368383366	0.108050738603364	0.428937920389119	0.589330553669437	0.792620529752424	0.646673827596841	0.874243535625926	0.384031196690511	0.085915894267445	0.166349314450853	0.412870711826195	0.671705265490394	0.904277621483761
"467"	"cg16400492_TC11"	"Promoter (<=1kb)"	"PCDHAC1"	140926628	140926629	0.938994266196509	0.349926893632122	0.964544938447956	0.0682447626236853	0.0165412535656623	0.82860499811979	0.935740919562881	0.439573066569745	0.936881676997266	0.515158204803239	0.891388573470155	0.0359321186420338	0.14819262026848	0.940757988432399	0.946065364277741	0.623867489278019
"474"	"cg16620537_BC21"	"Promoter (<=1kb)"	"PCDHAC1"	140926469	140926470	0.738153222685658	0.188878907976394	0.956552211712313	0.109416263694742	0.0908979407804122	0.923868884566202	0.64513756739854	0.172997634527015	0.689460186390501	0.209352007616101	0.937864081579838	0.0818341363065679	0.0979207843990751	0.916791659471157	0.692848882824881	0.196320839731227
"535"	"cg18902090_BC21"	"Promoter (<=1kb)"	"PCDHAC1"	140926664	140926665	0.708040924230396	0.475888705624657	0.925444405104983	0.245168127890909	0.208058564641361	0.884792656091868	0.707884179241025	0.490216135165457	0.643740254127852	0.502937612599104	0.890484681192716	0.211295233160673	0.238354777032153	0.883401960085493	0.784921521208304	0.533362745366304
"628"	"cg22886139_TC21"	"Promoter (1-2kb)"	"PCDHAC1"	140927400	140927401	0.599566385849086	0.902768216533181	0.944283821266595	0.428151219850276	0.41820121987222	0.810542753346173	0.574654107003231	0.896608474177439	0.577507247939054	0.932122360854025	0.88131116432149	0.434849909689531	0.445870500916686	0.867856739447787	0.642121645674333	0.919885308945939
"632"	"cg23026864_TC11"	"Promoter (<=1kb)"	"PCDHAC1"	140926646	140926647	0.956350305836068	0.457221081736129	0.966681721025768	0.177079680202454	0.0940456119727902	0.855108745023336	0.94233537263583	0.533116900868909	0.959055666192423	0.549373455966451	0.832268886115549	0.134991912930536	0.271046121424959	0.854249803176244	0.967974205935294	0.702742323992353
"657"	"cg23953697_TC11"	"Promoter (<=1kb)"	"PCDHAC1"	140926623	140926624	0.934521776568735	0.491238470920956	0.977929973309762	0.10836729057018	0.012347112893687	0.799810161182456	0.927211466733883	0.486494258004316	0.913390191668205	0.536083305251531	0.913840246638858	0.03665850031725	0.0933531988053666	0.942463675497503	0.936268509711034	0.597414072292611
"677"	"cg24396005_TC21"	"Promoter (<=1kb)"	"PCDHAC1"	140925898	140925899	0.17424567411803	0.0804521521372239	0.485109537872122	0.0495036638575181	0.0316100081938159	0.365515716625271	0.197229134357378	0.0643000771232771	0.139295386561332	0.0869002371842508	0.331719390833613	0.0350112880857058	0.0521750533647618	0.377634544813087	0.239126300808383	0.0897753448251751
"17"	"cg00682007_TC21"	"Promoter (1-2kb)"	"PCDHAC2"	140965160	140965161	0.0715586518631662	0.0304031382369794	0.0339981716799363	0.0396648712105457	0.0354370229697809	0.0263159017274209	0.0562149635529941	0.0524682820258407	0.0510306855126389	0.0405299904897903	0.0294814410264029	0.0584314696796016	0.0448051797039091	0.0264753721997831	0.0564268125181543	0.0676293540715345
"74"	"cg02357321_TC21"	"Promoter (<=1kb)"	"PCDHAC2"	140965876	140965877	0.239841485935553	0.0455238967752541	0.14225893087727	0.0657740928728551	0.0325618911003617	0.105755365573325	0.157343533079497	0.0705966954536354	0.182396072049252	0.0620433110259144	0.0816647489401907	0.0446512261435957	0.0401068087935362	0.0818790556654344	0.25000210930529	0.0728004595367023
"136"	"cg04454086_BC11"	"Promoter (<=1kb)"	"PCDHAC2"	140966381	140966382	0.46078367493009	0.956496411218652	0.979093298701903	0.178931373865336	0.0836279107172206	0.966488849608612	0.376166843609248	0.969265596579672	0.470522570554096	0.969616400801215	0.918762994550163	0.140831838536266	0.213379506605873	0.97398195080421	0.435524395255873	0.979089332993431
"162"	"cg05783854_TC21"	"Promoter (<=1kb)"	"PCDHAC2"	140966818	140966819	0.345996939891958	0.862335122406442	0.865391055366513	0.14550126682577	0.0980012602151975	0.825860976676783	0.253442869785855	0.836487781076853	0.289257122664104	0.887746387238493	0.793886326859338	0.119692890344924	0.127758760964158	0.852953938773848	0.297994874729852	0.912848096757761
"274"	"cg08772837_TC21"	"Promoter (1-2kb)"	"PCDHAC2"	140964705	140964706	0.440931736397402	0.809068344474844	0.265065756925348	0.683369568968103	0.591917984423313	0.23540240967782	0.32987056487998	0.785213142417105	0.290328814868479	0.821529993725012	0.196130675554685	0.594522583094562	0.668759486193464	0.192733944838	0.446023016653645	0.864125911607699
"282"	"cg09226112_TC21"	"Promoter (<=1kb)"	"PCDHAC2"	140966150	140966151	0.356623875954106	0.9283243382494	0.937049084174248	0.0382997144869751	0.0337367210288397	0.918607721665924	0.268671609448063	0.925800645316317	0.286867273826798	0.921014205239575	0.907623965885645	0.0298219732351392	0.0334801002935202	0.94179799386367	0.353677508422552	0.95033176698657
"405"	"cg14030300_TC11"	"Promoter (<=1kb)"	"PCDHAC2"	140966095	140966096	0.818447057544191	0.755019966836289	0.577221319117828	0.152975385510862	0.114390114062317	0.680388916457352	0.460629503915083	0.705348628329533	0.67518154343996	0.851553076591018	0.340926041373935	0.141390912189967	0.193667668279104	0.580583334365374	0.839443956097344	0.841437094091051
"459"	"cg16174029_BC11"	"Promoter (<=1kb)"	"PCDHAC2"	140966695	140966696	0.230963211579264	0.758221270515228	0.975439945072191	0.0984113140680996	0.0392732571629627	0.800364714070346	0.103007036662771	0.798710678996826	0.150330569407705	0.877762117564711	0.822504621326064	0.0703177899740688	0.260157365691319	0.795108454911597	0.295440363186933	0.962177700115421
"536"	"cg18991549_TC11"	"Promoter (<=1kb)"	"PCDHAC2"	140966724	140966725	0.228743188293768	0.764000177341865	0.96299791143123	0.257306787377107	0.0984409966476816	0.889195837471434	0.0647470445356234	0.781530812549702	0.122427047384885	0.885806381779967	0.893878138286957	0.150132605625753	0.481543003778149	0.920771842580666	0.209470752535473	0.958805417055931
"565"	"cg19867899_BC21"	"Promoter (<=1kb)"	"PCDHAC2"	140966234	140966235	0.0977038071749865	0.136221744022653	0.372515033154537	0.0317899849353053	0.0245165618162296	0.32521742142334	0.104185929107663	0.145072909133989	0.0994976511958744	0.149465792809166	0.238982336879963	0.0555802262253739	0.0356029791595208	0.327383681754784	0.173244740517092	0.182066968799507
"642"	"cg23347718_TC11"	"Promoter (<=1kb)"	"PCDHAC2"	140966678	140966679	0.310869977749724	0.959822880038379	0.966672085773611	0.177107401381176	0.0638221246684553	0.93926214635607	0.11488152101112	0.952532154277012	0.140178824164036	0.959197982073919	0.932291275533498	0.106305496173409	0.303095544391434	0.950515949891478	0.361107752141565	0.96914154271383
"644"	"cg23356309_BC21"	"Promoter (1-2kb)"	"PCDHAC2"	140965035	140965036	0.721309907250442	0.855435006758398	0.658222849636402	0.766469392233052	0.799989877425764	0.557397594882465	0.60130711861877	0.798192032683624	0.69341015154042	0.843661863769364	0.403510341374265	0.787735004769724	0.802873902513233	0.488046238025894	0.700957101870146	0.8293785139757
"647"	"cg23440413_TC11"	"Promoter (<=1kb)"	"PCDHAC2"	140966708	140966709	0.207776171015302	0.70856882343031	0.927620674046282	0.0199497061520699	0.0263080044700763	0.709424473941932	0.0608487854085532	0.613034598722366	0.0805650343184719	0.798299854028962	0.73451284578885	0.0279905214000185	0.0252615394230588	0.703442277577651	0.209282918941754	0.923134700722668
"664"	"cg24076884_TC21"	"Promoter (<=1kb)"	"PCDHAC2"	140967336	140967337	0.736509804214868	0.574520400938504	0.916064217764841	0.0814041333375505	0.0769936496916479	0.902082370584318	0.585258909821043	0.581867590503757	0.668899262005532	0.611134335430341	0.875406723996655	0.10190953301081	0.0851353463799697	0.864341624892524	0.679147568239659	0.676864263359302
"666"	"cg24119225_TC21"	"Promoter (1-2kb)"	"PCDHAC2"	140964898	140964899	0.388857207504199	0.311866062192614	0.733593560478714	0.0702223682829326	0.0832098999529327	0.615340600677722	0.362702484543317	0.341455605115047	0.354408570761293	0.357177748841237	0.621461521714625	0.0801087433082333	0.103228989912664	0.650482523317666	0.438031169127645	0.43533359501423
"695"	"cg24869588_TC21"	"Promoter (<=1kb)"	"PCDHAC2"	140966058	140966059	0.564965548473363	0.694039416602527	0.618569843339122	0.126358414284789	0.088855782027405	0.61280598045274	0.398966463886106	0.652222734792163	0.482748368778254	0.753866655495606	0.579300521628333	0.0966457950825056	0.1106205970226	0.655665231998056	0.545993584175056	0.756615979242644
"712"	"cg25500080_TC11"	"Promoter (<=1kb)"	"PCDHAC2"	140966614	140966615	0.436854687714125	0.941665322691837	0.961822760489889	0.640592431419668	0.510353082141475	0.932694797831509	0.249811854978022	0.897724359402676	0.317405727685484	0.9506129465466	0.715474952843537	0.5803105227273	0.734607865576025	0.829046110248985	0.413862801159019	0.967465946635816
"720"	"cg25962358_TC11"	"Promoter (1-2kb)"	"PCDHAC2"	140967708	140967709	0.811684030068264	0.969103683312967	0.976713733146024	0.720114303825371	0.627414922301581	0.915469537603455	0.658763738615636	0.94482138657325	0.757590065719201	0.972408738178599	0.904927414598926	0.636102475111094	0.711143604174297	0.925119071198019	0.788667110450622	0.974664245311841
"746"	"cg26882009_BC11"	"Promoter (<=1kb)"	"PCDHAC2"	140966521	140966522	0.270513904061901	0.512631710375374	0.499679141524594	0.309755364072924	0.0969666269994534	0.368059710625347	0.0654357174164661	0.492075559240012	0.107700446774412	0.69116402961707	0.222867224243792	0.171209294668521	0.225513469054675	0.349709065696822	0.327095972724858	0.851533989280816
"190"	"cg06827143_TC21"	"Promoter (<=1kb)"	"PCDHB1"	141051336	141051337	0.215728431374712	0.531061776204588	0.581321647613597	0.169531625139754	0.138487291430556	0.526978247039106	0.131924121958816	0.418583468658631	0.148463211422296	0.574903188838122	0.403331591380261	0.151753132565138	0.195617675743406	0.577884235322244	0.203831247133409	0.554444416543102
"193"	"cg06899976_BC21"	"Promoter (<=1kb)"	"PCDHB1"	141051377	141051378	0.29054845055603	0.870610999686405	0.907931530774003	0.272232639187404	0.256343289241564	0.864593061185974	0.202745288494158	0.849743103750007	0.231608209893932	0.881060502062266	0.8240221384706	0.263755646554336	0.297172004389721	0.893518737272003	0.289894606201838	0.896519875585501
"225"	"cg07868107_TC21"	"Promoter (<=1kb)"	"PCDHB1"	141051269	141051270	0.516204568207365	0.832886760788446	0.795938451922877	0.703599645305013	0.616434524641492	0.777166831729466	0.519321732687205	0.805411009328084	0.586703979624439	0.837009997080941	0.749722143175002	0.563612618615061	0.659967472569891	0.774061729989326	0.640189929984942	0.846476937902345
"285"	"cg09342584_TC21"	"Promoter (<=1kb)"	"PCDHB1"	141050827	141050828	0.391433429000034	0.642476362448749	0.84593766200371	0.511897433444793	0.361159213099675	0.836671172775677	0.29049889894341	0.579384525319304	0.279129457475574	0.654337784045127	0.828411293568264	0.423136990853565	0.493637994535749	0.872399441210566	0.400273209510447	0.738976430782416
"286"	"cg09368514_BC21"	"Promoter (<=1kb)"	"PCDHB1"	141051240	141051241	0.392922310921351	0.804628850559818	0.819550955275606	0.641504921306577	0.493778290382259	0.782625104448894	0.241143535400527	0.814264912338457	0.279964478505103	0.828297595880464	0.782814487671456	0.52365896536317	0.611461039124748	0.800689323275352	0.281529176473102	0.833078282116928
